ID	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62
4611	0	4	12	13	3	0	0	0	0	7	14	16	9	0	0	0	0	0	12	16	8	0	0	0	0	0	6	16	6	0	0	0	0	0	9	16	6	0	0	0	0	12	16	3	0	0	0	0	0	13	16	3	0	0	0	0	0	15	16	11	0	0
4612	3	15	14	5	0	0	0	0	14	14	14	15	0	0	0	0	8	1	6	16	2	0	0	0	0	0	9	16	2	0	0	0	0	1	14	11	0	0	0	0	9	16	2	0	1	0	0	4	16	15	8	9	15	0	0	3	16	16	16	15	5	0
4613	1	12	16	13	2	0	0	0	5	14	6	13	12	0	0	0	0	0	3	15	7	0	0	0	0	2	16	8	0	0	0	0	0	1	12	16	11	1	0	0	0	0	5	15	7	0	0	0	6	0	4	14	7	0	0	0	16	16	15	8	1	0
4614	0	0	8	15	5	0	0	0	0	3	16	13	1	0	0	0	0	12	16	2	0	0	0	0	5	16	7	9	4	0	0	0	14	16	13	16	14	3	0	8	14	16	16	14	2	0	0	0	0	9	16	3	0	0	0	0	0	11	14	0	0	0
4615	1	8	16	16	16	10	0	0	8	16	14	8	5	1	0	0	9	16	2	0	0	0	0	0	2	16	15	2	0	0	0	0	0	3	15	4	0	0	0	1	3	12	4	0	0	0	0	5	14	15	4	0	0	0	0	1	13	12	0	0	0	0
4616	0	7	15	0	0	0	0	0	0	15	15	0	0	0	0	0	3	16	12	4	1	0	0	0	6	16	16	16	16	5	0	0	8	16	7	1	15	8	0	7	16	0	0	16	4	0	0	2	16	7	10	12	0	0	0	0	4	15	13	3	0	0
4617	0	7	16	16	5	0	0	0	1	15	11	14	11	0	0	0	0	0	0	12	8	0	0	0	0	3	8	14	12	5	0	0	0	14	16	16	10	5	0	0	2	8	14	0	0	0	0	0	1	15	8	0	0	0	0	0	8	14	1	0	0	0
4618	0	0	2	15	5	0	0	0	0	2	4	10	12	0	0	0	3	15	14	10	8	0	0	0	8	15	1	11	4	0	0	0	1	8	15	16	0	0	0	0	0	6	16	12	1	0	0	0	0	4	14	15	4	0	0	0	0	2	14	11	0	0
4619	0	1	5	12	13	0	0	0	0	11	13	15	16	1	0	0	2	14	0	10	12	4	0	0	5	13	12	3	12	0	0	0	0	5	6	0	12	4	0	0	0	0	0	15	2	0	0	0	4	5	0	16	3	0	0	0	0	4	14	13	0	0
4620	0	2	13	15	8	0	0	0	0	10	14	10	11	8	0	0	0	16	1	0	0	9	0	0	3	13	0	0	0	8	0	0	4	12	0	0	1	8	0	5	12	0	0	10	0	0	0	0	15	8	7	10	0	0	0	0	4	14	14	1	0	0
4621	0	1	11	15	8	0	0	0	0	0	15	16	8	0	0	0	0	0	13	16	10	0	0	0	0	0	16	16	6	0	0	0	0	2	16	16	6	0	0	0	5	16	16	5	0	0	0	0	5	16	15	1	0	0	0	0	2	15	15	3	0	0
4622	3	16	15	6	0	0	0	0	5	14	14	16	0	0	0	0	0	0	6	14	0	0	0	0	0	0	13	11	0	0	0	0	0	5	16	3	0	0	0	1	14	10	0	0	0	0	0	9	16	8	8	10	5	0	0	4	16	16	16	14	3	0
4623	2	11	14	10	1	0	0	0	6	12	8	15	10	0	0	0	0	0	0	10	11	0	0	0	0	0	8	14	2	0	0	0	0	0	7	16	15	1	0	0	0	0	2	13	8	0	0	2	5	1	2	12	7	0	0	1	12	16	16	10	0	0
4624	0	0	13	9	0	0	0	0	0	6	16	2	0	0	0	0	0	12	9	0	2	0	0	0	7	15	1	5	15	1	0	0	14	10	4	11	12	3	2	16	16	16	16	13	2	0	0	3	4	11	14	0	0	0	0	0	0	15	4	0	0	0
4625	2	12	13	16	16	4	0	0	11	16	13	7	4	1	0	0	13	14	0	0	0	0	0	0	1	15	12	0	0	0	0	0	0	6	16	3	0	0	0	0	0	13	7	0	0	0	0	3	5	16	7	0	0	0	0	3	13	15	0	0	0	0
4626	0	0	11	13	5	0	0	0	0	3	16	13	3	0	0	0	0	10	16	2	0	0	0	0	4	16	16	13	7	0	0	0	4	16	11	8	16	2	0	0	15	8	0	15	6	0	0	0	9	14	4	15	4	0	0	0	1	10	16	11	1	0
4627	0	8	16	16	11	0	0	0	0	4	8	13	14	0	0	0	0	0	0	13	8	0	0	0	0	3	12	16	8	2	0	0	0	6	16	16	16	9	0	0	0	14	8	2	0	0	0	0	3	16	1	0	0	0	0	0	11	12	0	0	0	0
4628	0	0	8	14	9	0	0	0	0	9	15	16	15	0	0	0	4	15	5	8	14	0	0	0	8	14	1	14	7	0	0	0	1	15	13	12	0	0	0	0	13	16	13	0	0	0	0	0	12	10	15	7	0	0	0	0	2	10	16	5	0	0
4629	0	2	10	16	6	0	0	0	0	10	16	16	14	0	0	0	0	15	10	16	16	2	0	0	0	12	16	12	13	8	0	0	0	1	7	1	10	11	0	5	5	0	0	8	12	0	0	3	15	10	2	11	12	0	0	0	3	10	16	16	10	0
4630	0	1	13	12	5	0	0	0	0	11	16	4	13	2	0	0	2	16	4	0	8	5	0	0	7	12	0	0	8	8	0	0	6	12	0	0	5	8	0	3	16	0	0	8	7	0	0	1	15	8	6	15	3	0	0	0	2	13	15	6	0	0
4631	0	2	10	10	11	0	0	0	0	10	9	9	16	0	0	0	0	14	0	6	15	0	0	0	0	11	14	9	16	1	0	0	0	0	0	0	13	3	0	0	0	0	0	12	3	0	0	10	9	5	0	15	1	0	0	0	2	14	16	13	0	0
4632	0	13	10	8	8	7	0	0	4	16	16	16	16	15	2	0	0	10	16	5	0	0	0	0	0	0	13	12	0	0	0	0	0	0	6	15	0	0	0	0	0	8	15	0	0	0	0	1	6	10	12	0	0	0	0	1	13	16	5	0	0	0
4633	0	6	15	16	15	11	0	0	1	15	14	8	8	7	0	0	4	16	5	0	0	0	0	0	7	16	8	0	0	0	0	0	1	11	16	8	0	0	0	0	0	15	11	0	0	0	0	0	0	14	11	0	0	0	0	0	9	16	5	0	0	0
4634	0	6	13	0	0	0	0	0	0	15	12	0	0	0	0	0	0	16	6	0	0	0	0	0	3	16	14	11	5	0	0	0	5	16	12	11	16	6	0	6	16	9	2	16	9	0	0	0	13	14	8	16	8	0	0	0	4	15	16	13	2	0
4635	1	12	16	16	16	12	0	0	9	16	13	6	8	5	0	0	8	16	15	3	0	0	0	0	0	4	14	11	0	0	0	0	0	0	12	12	0	0	0	0	0	12	13	0	0	0	0	0	3	15	11	0	0	0	0	0	12	13	2	0	0	0
4636	0	2	10	15	7	0	0	0	0	14	15	7	15	2	0	0	4	16	3	0	11	4	0	0	4	14	0	0	7	8	0	0	7	12	0	0	6	7	0	4	16	1	0	12	4	0	0	1	14	12	10	16	1	0	0	0	1	14	13	5	0	0
4637	0	3	4	10	0	0	0	0	3	15	8	14	3	0	0	0	8	7	0	10	6	0	0	0	3	11	8	15	11	0	0	0	0	1	7	3	13	3	0	0	0	0	0	6	9	0	0	0	9	6	1	0	16	0	0	0	0	3	11	16	16	3
4638	0	2	12	14	8	0	0	0	0	13	13	15	12	0	0	0	5	15	2	10	6	0	0	0	2	14	13	14	1	0	0	0	0	0	11	15	13	1	0	0	1	15	3	14	7	0	0	0	6	13	1	16	4	0	0	0	1	12	16	11	0	0
4639	0	3	14	16	9	0	0	0	0	13	10	6	16	7	0	0	5	16	3	2	14	6	0	0	0	10	16	16	16	4	0	0	0	0	0	0	12	5	0	0	0	0	0	13	4	0	0	3	11	2	5	15	0	0	0	0	4	12	16	10	0	0
4640	0	2	10	14	9	0	0	0	2	14	11	12	16	0	0	0	4	16	1	0	15	0	0	0	2	13	12	7	13	0	0	0	0	1	8	16	12	0	0	0	0	4	14	15	4	0	0	0	0	13	7	14	4	0	0	0	0	14	15	10	0	0
4641	0	0	3	15	5	0	0	0	0	1	15	11	0	0	0	0	0	10	15	2	3	0	0	0	5	16	4	6	16	1	0	0	10	15	4	9	16	2	0	12	16	16	16	13	2	0	0	1	4	7	16	4	0	0	0	0	0	4	15	0	0	0
4642	0	4	10	11	4	0	0	0	1	11	16	16	14	0	0	0	4	16	16	16	12	0	0	0	4	16	16	16	7	0	0	0	4	16	16	16	8	0	0	4	16	16	16	7	0	0	0	3	15	16	16	12	0	0	0	0	5	12	12	12	1	0
4643	0	13	16	15	2	0	0	0	5	14	5	15	7	0	0	0	0	2	0	12	7	0	0	0	0	5	9	16	7	0	0	0	0	8	16	16	16	10	0	0	2	16	3	0	0	0	0	0	8	13	0	0	0	0	0	0	15	7	0	0	0	0
4644	0	3	15	16	15	1	0	0	0	9	11	9	16	3	0	0	0	1	0	3	16	3	0	0	0	0	0	9	14	0	0	0	0	4	15	15	16	6	0	0	2	12	15	7	1	0	0	0	0	13	8	0	0	0	0	0	4	14	1	0	0	0
4645	1	11	16	13	4	0	0	0	1	15	7	14	14	1	0	0	0	0	0	6	15	1	0	0	0	1	10	15	6	0	0	0	0	5	15	14	7	0	0	0	1	0	5	16	3	0	0	5	11	1	1	16	4	0	0	0	10	15	16	10	1	0
4646	0	9	16	16	16	10	0	0	4	16	14	8	11	11	0	0	11	16	7	0	0	0	0	0	5	15	16	6	0	0	0	0	0	1	14	15	0	0	0	0	0	8	16	0	0	0	0	0	9	13	14	0	0	0	0	0	12	16	7	0	0	0
4647	0	5	14	12	5	0	0	0	0	13	16	16	9	0	0	0	0	11	16	16	9	0	0	0	0	11	16	16	7	0	0	0	0	10	16	16	2	0	0	0	13	16	15	0	0	0	0	0	14	16	13	0	0	0	0	0	7	13	16	8	0	0
4648	0	6	15	9	0	0	0	0	0	11	16	16	13	0	0	0	0	10	16	16	16	7	0	0	1	16	8	0	11	8	0	0	7	14	1	0	10	8	0	8	12	0	0	13	4	0	0	5	16	8	9	13	0	0	0	0	6	12	13	5	0	0
4649	0	2	13	15	7	1	0	0	0	7	16	15	16	10	0	0	0	14	16	10	10	10	0	0	2	16	3	0	8	8	0	0	5	13	0	0	9	8	0	6	13	0	0	12	3	0	0	2	16	6	9	10	0	0	0	0	3	14	14	1	0	0
4650	0	12	16	12	0	0	0	0	3	16	12	16	3	0	0	0	1	8	4	16	3	0	0	0	0	0	7	16	1	0	0	0	0	0	10	12	0	0	0	0	4	16	2	0	0	0	0	0	11	15	8	8	2	0	0	0	12	16	16	12	1	0
4651	3	15	15	2	0	0	0	0	7	16	16	6	0	0	0	0	1	9	16	6	0	0	0	0	0	6	16	1	0	0	0	0	0	10	12	0	0	0	0	3	15	8	0	0	0	0	0	8	16	13	15	15	5	0	0	4	16	16	16	13	3	0
4652	0	10	16	5	0	0	0	0	1	10	14	12	0	0	0	0	0	0	9	11	0	0	0	0	0	2	11	13	3	0	0	0	0	11	16	16	16	7	0	0	3	16	4	5	1	0	0	0	7	13	0	0	0	0	0	0	13	6	0	0	0	0
4653	0	0	9	13	10	1	0	0	0	9	12	4	15	5	0	0	0	16	4	0	12	4	0	0	3	15	9	3	14	1	0	0	0	2	9	16	10	0	0	0	0	4	14	15	2	0	0	0	0	10	8	14	3	0	0	0	0	10	16	12	0	0
4654	3	15	16	14	1	0	0	0	2	12	13	16	4	0	0	0	0	0	6	16	3	0	0	0	0	1	15	10	0	0	0	0	0	6	16	4	0	0	0	2	15	10	0	0	0	0	0	4	16	11	8	11	3	0	0	3	16	16	16	12	3	0
4655	0	7	15	14	8	0	0	0	1	15	7	5	14	5	0	0	0	15	8	0	10	7	0	0	3	16	6	0	12	8	0	0	5	16	2	0	12	8	0	4	16	3	1	16	4	0	0	5	16	10	14	12	0	0	0	0	8	15	15	2	0	0
4656	0	14	10	0	0	0	0	0	0	15	13	0	0	0	0	0	11	16	16	2	0	0	0	0	3	10	16	5	0	0	0	0	0	0	14	10	0	0	0	0	0	10	14	0	0	0	0	0	9	14	16	11	6	0	0	0	12	16	16	16	16	9
4657	1	12	16	5	0	0	0	0	7	15	14	11	0	0	0	0	8	13	10	12	0	0	0	0	0	1	12	12	0	0	0	0	0	0	14	9	0	0	0	0	4	16	8	4	0	0	0	0	13	16	16	16	9	0	0	2	16	13	11	9	3	0
4658	0	0	13	13	3	0	0	0	0	4	16	8	0	0	0	0	0	9	16	1	0	0	0	0	0	13	16	5	0	0	0	0	2	16	16	14	8	1	0	4	16	16	6	16	9	0	0	0	8	16	11	16	10	0	0	0	1	14	16	13	1	0
4659	1	8	14	15	2	0	0	0	2	13	9	14	8	0	0	0	0	0	0	12	9	0	0	0	0	2	13	13	0	0	0	0	0	3	15	16	6	0	0	1	1	0	12	14	0	0	0	5	13	5	6	16	1	0	0	1	9	12	13	9	0	0
4660	0	15	16	13	6	0	0	0	0	12	12	14	13	0	0	0	0	0	0	11	9	0	0	0	0	1	11	15	2	0	0	0	0	8	16	16	12	1	0	1	8	4	9	16	3	0	0	5	14	7	10	15	1	0	0	2	12	16	14	6	0	0
4661	0	10	16	16	8	0	0	0	0	5	8	13	13	0	0	0	0	0	0	9	13	0	0	0	0	0	2	13	12	0	0	0	0	2	15	16	16	7	0	0	0	13	13	5	1	0	0	0	1	14	5	0	0	0	0	0	9	13	1	0	0	0
4662	0	7	16	16	16	10	0	0	0	10	10	5	12	16	2	0	0	0	0	7	15	6	0	0	0	1	13	16	13	0	0	0	0	0	7	12	16	6	0	0	0	0	2	16	6	0	0	0	2	9	11	14	1	0	0	0	5	16	15	5	0	0
4663	0	8	16	16	16	3	0	0	0	6	8	8	15	10	0	0	0	0	0	7	16	5	0	0	0	1	10	16	9	0	0	0	0	0	15	16	12	0	0	0	0	1	13	16	5	0	0	0	7	8	11	16	2	0	0	0	6	16	16	11	0	0
4664	0	0	8	15	2	0	0	0	0	2	16	10	0	0	0	0	0	14	13	6	11	0	0	0	6	16	3	13	13	2	0	0	14	16	8	15	16	10	0	12	16	16	16	11	1	0	0	0	1	6	16	3	0	0	0	0	0	10	14	0	0	0
4665	0	0	8	13	2	0	0	0	0	9	16	13	3	0	0	0	1	15	14	1	0	0	0	0	2	16	11	4	1	0	0	0	3	16	16	14	15	2	0	2	16	13	1	16	9	0	0	0	9	15	9	16	7	0	0	0	0	8	16	13	2	0
4666	0	8	7	0	0	0	0	0	0	11	12	0	0	0	0	0	0	15	9	0	0	0	0	0	7	16	16	9	4	0	0	0	5	16	14	11	16	5	0	2	16	16	0	12	8	0	0	0	15	15	1	15	6	0	0	0	7	14	16	13	1	0
4667	0	1	13	3	0	0	0	0	0	7	14	2	0	0	0	0	0	13	13	8	5	0	0	0	2	15	15	12	15	5	0	0	7	16	4	0	12	8	0	2	15	7	0	12	6	0	0	0	5	15	5	15	5	0	0	0	0	13	16	9	0	0
4668	0	0	10	10	0	0	0	0	0	6	16	6	0	0	0	0	1	14	10	0	0	0	0	0	7	16	3	11	7	0	0	0	12	16	8	16	9	1	0	10	16	16	16	16	6	0	0	0	0	10	16	0	0	0	0	0	0	10	11	0	0	0
4669	0	1	7	13	10	0	0	0	2	13	14	14	16	4	0	0	4	16	5	12	16	2	0	0	0	6	11	12	16	5	0	0	0	0	0	0	15	8	0	1	1	0	0	13	11	0	0	0	12	8	4	13	8	0	0	0	0	7	15	16	10	0
4670	0	5	12	10	4	0	0	0	0	5	16	16	16	3	0	0	0	0	16	16	16	0	0	0	0	3	16	16	13	0	0	0	0	4	16	16	12	0	0	0	8	16	16	8	0	0	0	0	10	16	16	7	0	0	0	0	8	12	12	4	0	0
4671	0	7	13	8	6	0	0	0	0	16	15	16	14	10	0	0	4	16	13	1	0	0	0	0	1	10	16	9	0	0	0	0	0	0	5	13	0	0	0	0	0	5	15	0	0	0	0	0	8	11	8	0	0	0	0	0	9	16	3	0	0	0
4672	0	2	16	15	5	0	0	0	0	10	16	14	15	0	0	0	0	15	10	0	16	7	0	0	4	16	1	0	12	5	0	0	4	15	0	0	12	5	0	5	16	6	0	16	0	0	0	0	14	13	8	15	0	0	0	0	3	14	16	6	0	0
4673	0	7	13	4	1	0	0	0	1	15	13	15	11	0	0	0	7	16	1	13	16	4	0	0	3	16	12	16	16	7	0	0	0	4	11	5	16	8	0	0	0	0	2	16	5	0	0	0	12	6	9	14	1	0	0	0	6	13	16	5	0	0
4674	2	13	13	11	9	0	0	0	10	16	16	16	15	10	0	0	11	16	9	0	0	0	0	0	3	15	16	8	0	0	0	0	0	2	11	14	0	0	0	0	0	8	16	0	0	0	0	0	1	11	11	0	0	0	0	1	16	15	4	0	0	0
4675	5	16	15	5	0	0	0	0	2	12	15	16	0	0	0	0	0	0	14	14	2	0	0	0	0	2	16	9	0	0	0	0	0	11	16	2	0	0	0	4	16	8	0	0	0	0	0	13	16	11	8	8	3	0	0	6	16	16	16	16	7	0
4676	0	11	14	10	1	0	0	0	0	16	15	14	13	0	0	0	1	14	8	3	16	2	0	0	0	7	16	13	16	2	0	0	0	0	12	16	9	0	0	0	1	14	16	12	0	0	0	0	10	16	15	16	0	0	0	0	7	14	15	11	0	0
4677	4	16	15	1	0	0	0	0	6	14	16	4	0	0	0	0	0	0	16	8	0	0	0	0	0	3	16	6	0	0	0	0	0	6	16	1	0	0	0	0	13	11	0	0	0	0	0	3	16	16	12	10	5	0	0	3	16	16	16	16	8	0
4678	0	4	12	14	5	0	0	0	0	11	16	16	16	3	0	0	3	16	14	2	16	7	0	0	8	16	7	0	16	6	0	0	4	16	4	3	16	4	0	4	16	5	10	14	0	0	0	0	14	16	16	10	0	0	0	0	4	14	14	2	0	0
4679	0	9	9	4	0	0	0	0	0	15	15	14	12	0	0	0	3	10	1	0	12	5	0	0	5	8	0	0	8	6	0	0	8	8	0	0	8	8	0	5	8	0	0	10	6	0	0	4	13	4	6	13	0	0	0	0	6	16	14	3	0	0
4680	1	13	13	10	0	0	0	0	1	13	16	15	0	0	0	0	0	12	16	16	0	0	0	0	0	16	16	12	0	0	0	0	0	15	16	13	1	0	0	0	15	16	11	0	0	0	0	0	16	16	16	5	0	0	0	0	14	16	15	8	1	0
4681	0	2	15	15	4	0	0	0	0	11	10	14	9	0	0	0	0	1	0	11	9	0	0	0	0	0	3	15	4	0	0	0	0	1	16	16	14	6	0	0	0	8	13	6	1	0	0	0	0	9	7	0	0	0	0	0	1	15	2	0	0	0
4682	0	2	16	8	0	0	0	0	0	8	16	6	0	0	0	0	0	15	10	0	0	0	0	0	4	16	2	0	0	0	0	0	8	16	16	16	14	2	0	8	16	7	4	16	8	0	0	1	16	9	6	16	4	0	0	0	3	12	16	12	0	0
4683	0	6	12	16	10	0	0	0	4	15	8	12	14	0	0	0	0	0	0	13	8	0	0	0	0	0	6	14	1	0	0	0	0	0	5	15	8	0	0	0	0	0	2	15	5	0	0	0	1	4	5	15	8	0	0	0	5	16	14	9	1	0
4684	0	9	16	16	13	1	0	0	0	12	13	14	16	7	0	0	0	0	0	6	16	4	0	0	0	0	0	13	14	1	0	0	0	1	10	16	6	0	0	0	7	16	8	0	0	0	0	2	15	16	12	7	0	0	0	0	9	14	16	16	2	0
4685	0	2	14	15	4	0	0	0	0	2	16	16	11	0	0	0	0	2	16	16	10	0	0	0	0	5	16	16	7	0	0	0	0	14	16	14	2	0	0	4	16	16	8	0	0	0	0	3	15	16	8	0	0	0	0	0	5	15	13	2	0	0
4686	0	5	16	16	16	9	0	0	0	1	6	4	12	14	0	0	0	0	0	0	15	9	0	0	0	4	6	11	16	1	0	0	0	15	16	16	16	9	0	0	2	10	11	0	1	0	0	0	2	15	3	0	0	0	0	0	11	10	0	0	0	0
4687	0	0	1	15	4	0	0	0	0	1	13	14	1	0	0	0	0	9	15	5	7	7	0	0	4	16	6	1	16	8	0	0	14	15	0	6	16	2	0	11	16	13	14	16	4	0	0	0	5	8	15	14	1	0	0	0	0	0	15	12	0	0
4688	0	2	13	12	0	0	0	0	0	8	16	7	0	0	0	0	0	13	16	4	0	0	0	0	4	16	16	16	11	0	0	0	3	16	10	3	15	8	0	0	16	8	0	13	10	0	0	0	12	15	1	15	9	0	0	0	2	11	16	16	2	0
4689	1	11	14	9	1	0	0	0	3	16	8	16	4	0	0	0	0	0	3	16	3	0	0	0	0	1	14	13	0	0	0	0	0	0	7	14	10	0	0	0	0	0	3	16	4	0	0	1	3	1	8	16	4	0	0	3	10	16	16	8	0	0
4690	0	0	12	16	9	0	0	0	0	2	16	16	6	0	0	0	0	3	16	16	2	0	0	0	0	8	16	12	0	0	0	0	0	6	16	16	0	0	0	0	10	16	15	1	0	0	0	0	9	16	11	0	0	0	0	0	8	16	10	0	0	0
4691	0	10	16	16	4	0	0	0	0	9	8	13	10	0	0	0	0	0	4	15	6	0	0	0	0	0	13	16	7	0	0	0	0	0	5	13	16	1	0	0	0	0	0	16	4	0	0	0	7	3	5	16	2	0	0	0	11	16	16	10	0	0
4692	0	1	9	13	11	0	0	0	0	10	11	12	16	1	0	0	0	15	4	12	16	1	0	0	0	12	16	11	15	1	0	0	0	0	0	0	14	0	0	0	0	0	3	14	0	0	0	4	12	8	10	11	0	0	0	0	2	9	16	6	0	0
4693	0	4	16	15	7	0	0	0	0	6	16	16	6	0	0	0	0	5	16	16	4	0	0	0	0	7	16	15	0	0	0	0	0	11	16	14	0	0	0	0	6	16	14	0	0	0	0	0	6	16	16	5	0	0	0	0	2	12	16	3	0	0
4694	0	6	16	15	2	0	0	0	0	7	13	16	4	0	0	0	0	0	1	16	3	0	0	0	0	1	10	16	6	1	0	0	0	9	16	16	16	8	0	0	1	16	8	4	0	0	0	0	5	13	0	0	0	0	0	0	11	7	0	0	0	0
4695	0	0	11	7	0	0	0	0	0	8	15	7	0	0	0	0	0	13	8	0	0	0	0	0	0	16	14	8	1	0	0	0	5	16	10	10	14	1	0	2	15	3	0	12	7	0	0	0	10	13	1	10	11	0	0	0	0	10	16	15	5	0
4696	0	2	13	15	1	0	0	0	1	14	13	15	4	0	0	0	5	14	2	15	0	0	0	0	6	14	8	13	0	0	0	0	0	7	16	12	1	0	0	0	1	15	10	13	1	0	0	0	4	13	4	13	6	0	0	0	0	11	16	14	1	0
4697	0	0	6	14	0	0	0	0	0	4	16	6	0	0	0	0	0	14	10	1	2	0	0	0	6	16	4	12	10	0	0	0	14	11	0	16	8	0	4	16	16	16	16	10	0	0	1	11	12	12	16	5	0	0	0	0	0	8	16	4	0	0
4698	0	7	15	15	2	0	0	0	0	13	6	12	6	0	0	0	0	0	0	15	2	0	0	0	0	0	13	10	0	0	0	0	0	0	8	15	12	0	0	3	7	0	2	15	1	0	0	2	15	6	6	16	1	0	0	0	4	15	16	7	0	0
4699	0	4	14	11	3	0	0	0	0	1	15	16	6	0	0	0	0	0	16	16	9	0	0	0	0	1	14	16	3	0	0	0	0	6	16	16	2	0	0	0	8	16	15	0	0	0	0	0	7	16	11	0	0	0	0	0	6	15	14	4	0	0
4700	0	0	1	13	2	0	0	0	0	0	12	14	0	0	0	0	0	6	14	0	0	0	0	0	1	14	5	0	0	0	0	0	9	12	0	12	7	0	0	12	14	6	16	14	1	0	0	6	16	16	16	5	0	0	0	0	0	3	14	0	0	0
4701	0	7	13	8	4	0	0	0	1	15	11	9	15	2	0	0	4	16	6	0	8	7	0	0	4	10	0	0	7	8	0	0	4	10	0	0	8	8	0	5	12	0	0	12	5	0	0	3	15	5	9	14	2	0	0	0	8	14	12	3	0	0
4702	0	13	15	11	12	11	0	0	4	16	15	16	13	9	1	0	3	16	9	0	0	0	0	0	0	12	16	9	0	0	0	0	0	0	12	14	1	0	0	1	1	7	16	2	0	0	0	8	12	11	16	3	0	0	0	1	13	16	12	0	0	0
4703	0	6	12	13	12	0	0	0	0	14	12	7	16	1	0	0	0	6	6	14	9	0	0	0	0	0	14	11	1	0	0	0	0	0	5	16	5	0	0	0	0	0	6	14	1	0	0	0	10	8	3	16	1	0	0	0	4	14	16	12	0	0
4704	0	0	7	13	2	0	0	0	0	0	14	14	2	0	0	0	0	5	16	4	0	0	0	0	1	11	16	4	0	0	0	0	5	16	16	15	12	0	0	0	9	16	1	13	7	0	0	0	4	16	6	15	5	0	0	0	0	6	14	14	1	0
4705	0	2	14	13	8	0	0	0	0	12	13	12	13	0	0	0	0	11	6	6	16	4	0	0	0	5	16	15	16	8	0	0	0	0	2	4	11	8	0	0	0	0	0	11	9	0	0	2	13	7	1	11	10	0	0	0	2	10	15	16	2	0
4706	0	1	12	8	0	0	0	0	0	11	15	5	0	0	0	0	2	16	5	0	0	0	0	0	5	16	0	0	0	0	0	0	5	12	8	14	14	3	0	4	16	16	9	12	8	0	0	0	13	8	0	11	8	0	0	0	1	14	16	11	1	0
4707	0	1	8	10	8	3	0	0	0	1	16	16	16	8	0	0	0	0	14	16	16	3	0	0	0	1	16	16	15	0	0	0	0	6	16	16	10	0	0	0	10	16	15	4	0	0	0	0	8	16	14	0	0	0	0	0	1	8	8	1	0	0
4708	0	12	16	14	4	0	0	0	0	8	14	16	10	0	0	0	0	0	0	14	13	0	0	0	0	0	0	13	10	0	0	0	2	15	16	16	13	3	0	1	8	12	15	12	4	0	0	0	2	15	8	0	0	0	0	0	12	13	0	0	0	0
4709	1	15	16	16	16	5	0	0	7	16	16	12	9	1	0	0	13	16	3	0	0	0	0	0	5	16	11	0	0	0	0	0	0	10	16	6	0	0	0	0	1	15	11	0	0	0	0	1	4	14	12	0	0	0	0	3	15	16	6	0	0	0
4710	0	0	8	15	0	0	0	0	0	3	15	3	0	0	0	0	0	12	10	0	1	0	0	0	4	16	4	11	11	0	0	0	11	15	2	14	10	1	0	13	16	16	16	13	1	0	0	0	4	12	12	0	0	0	0	0	0	11	9	0	0	0
4711	0	0	5	15	4	0	0	0	0	1	15	11	0	0	0	0	0	12	14	2	0	0	0	0	5	16	7	7	10	0	0	0	12	16	16	16	12	0	0	11	12	14	16	14	1	0	0	0	0	0	16	9	0	0	0	0	0	4	16	6	0	0
4712	0	5	16	16	7	0	0	0	0	6	9	13	11	0	0	0	0	0	0	10	12	0	0	0	0	1	6	13	8	0	0	0	0	8	16	16	15	6	0	0	1	11	14	8	2	0	0	0	0	13	7	0	0	0	0	0	4	16	2	0	0	0
4713	5	16	12	1	0	0	0	0	5	14	15	8	0	0	0	0	0	0	14	10	0	0	0	0	0	2	16	7	0	0	0	0	0	7	16	3	0	0	0	2	14	10	0	0	0	0	0	11	16	9	8	8	3	0	0	8	16	16	16	16	4	0
4714	0	1	8	14	14	2	0	0	1	13	16	16	16	5	0	0	7	16	10	10	16	4	0	0	3	16	14	15	12	0	0	0	0	3	12	16	10	0	0	0	0	9	16	16	3	0	0	0	0	15	16	16	4	0	0	0	0	11	16	12	2	0
4715	0	4	12	16	16	4	0	0	0	9	7	4	14	12	0	0	0	0	0	0	11	14	0	0	0	0	0	3	16	6	0	0	0	0	1	13	6	0	0	0	1	12	8	0	0	0	0	0	6	16	9	5	0	0	0	0	3	12	13	9	0	0
4716	0	10	15	13	1	0	0	0	4	16	7	13	7	0	0	0	2	11	0	12	6	0	0	0	0	0	4	14	0	0	0	0	0	1	15	6	0	0	0	0	9	12	0	0	0	0	0	4	16	7	7	13	3	0	0	0	10	16	12	3	0	0
4717	1	13	16	16	16	12	1	0	6	16	14	12	11	5	0	0	2	15	15	5	0	0	0	0	0	8	14	15	1	0	0	0	0	0	3	16	6	0	0	0	0	3	16	5	0	0	0	0	7	10	16	4	0	0	0	0	15	16	10	0	0	0
4718	0	6	16	16	7	0	0	0	0	13	12	15	10	0	0	0	0	3	6	13	9	0	0	0	0	8	16	16	15	6	0	0	0	1	9	14	8	5	0	0	0	11	9	0	0	0	0	0	4	16	3	0	0	0	0	0	10	10	0	0	0	0
